id,文章,問題,選項1,選項2,選項3,選項4,答案
21174,提醒用路人：如果錯過交流道千萬不要慌張！國道五號南下宜蘭交流道口，今天凌晨發生一起嚴重車禍，一輛計程車疑似未注意前方路況，失控撞上匝道鼻端後再翻覆，強大的撞擊力道造成一對父子命喪國道。記者林慧貞報導國警九大隊表示：這起嚴重的車禍事故是發生在9號凌晨0點，一輛由50年次李姓男子駕駛的計程車，車上載著83年次的兒子，深夜從台北返回宜蘭，疑似未注意前方路況，失控撞上匝道鼻端後再翻覆。國警九大隊頭城分隊分隊長王曜靚說（T），強大的撞擊力道，造成車體嚴重變形，員警趕到現場時，受困車上的兩人已經沒有生命跡象，宜蘭縣消防局人員出動破壞機具才將人搶救了出來，但是送醫後還是雙雙宣告不治！國警九大隊呼籲用路人如果不小心錯過交流道千萬不要慌張（T）。警廣記者林慧貞在宜蘭的報導,宜蘭縣消防局人員出動破壞機具才將人搶救了出來，送醫後情形如何？,恢復良好,兩人重傷,兩人輕傷,宣告不治,
21175,提醒用路人：如果錯過交流道千萬不要慌張！國道五號南下宜蘭交流道口，今天凌晨發生一起嚴重車禍，一輛計程車疑似未注意前方路況，失控撞上匝道鼻端後再翻覆，強大的撞擊力道造成一對父子命喪國道。記者林慧貞報導國警九大隊表示：這起嚴重的車禍事故是發生在9號凌晨0點，一輛由50年次李姓男子駕駛的計程車，車上載著83年次的兒子，深夜從台北返回宜蘭，疑似未注意前方路況，失控撞上匝道鼻端後再翻覆。國警九大隊頭城分隊分隊長王曜靚說（T），強大的撞擊力道，造成車體嚴重變形，員警趕到現場時，受困車上的兩人已經沒有生命跡象，宜蘭縣消防局人員出動破壞機具才將人搶救了出來，但是送醫後還是雙雙宣告不治！國警九大隊呼籲用路人如果不小心錯過交流道千萬不要慌張（T）。警廣記者林慧貞在宜蘭的報導,國警九大隊呼籲用路人如果不小心錯過交流道，千萬要保持什麼樣的態度？,驚慌尖叫,害怕不安,不要慌張,放棄希望,
21176,桃園市中壢區一名男子日前向報案指稱機車上的牛肉麵被偷，調閱監視器，循線查獲53年次的古姓竊盜通緝犯，古嫌並向員警坦承吸毒，並當場交付二級毒品安非他命及吸食器1組。記者劉碧薇報導------中壢警分局興國派出所日前接獲羅姓被害人報案，指稱放在中壢區中山路535號前的機車上的牛肉麵被不明人士竊取，員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲53年次的通緝犯古姓男子涉嫌竊取他人食品，古嫌向員警坦承因遭通緝，不敢到人多的地方，才會偷食物，同時也坦承吸毒，興國派出所副所長蕭凱文說------員警調查，當天還有另一名共乘的55年次的呂姓友人，經通知到案後，雙雙依竊盜罪移(函)送偵辦。古姓男子則又加上竊盜通緝及毒品罪嫌，並央求員警不要將他的醜事告訴家人。,桃園市的哪個行政區，有一名男子日前向報案指稱機車上的牛肉麵被偷？,龜山區,中壢區,臥龍區,大直區,
21177,桃園市中壢區一名男子日前向報案指稱機車上的牛肉麵被偷，調閱監視器，循線查獲53年次的古姓竊盜通緝犯，古嫌並向員警坦承吸毒，並當場交付二級毒品安非他命及吸食器1組。記者劉碧薇報導------中壢警分局興國派出所日前接獲羅姓被害人報案，指稱放在中壢區中山路535號前的機車上的牛肉麵被不明人士竊取，員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲53年次的通緝犯古姓男子涉嫌竊取他人食品，古嫌向員警坦承因遭通緝，不敢到人多的地方，才會偷食物，同時也坦承吸毒，興國派出所副所長蕭凱文說------員警調查，當天還有另一名共乘的55年次的呂姓友人，經通知到案後，雙雙依竊盜罪移(函)送偵辦。古姓男子則又加上竊盜通緝及毒品罪嫌，並央求員警不要將他的醜事告訴家人。,桃園市中壢區一名男子日前向報案，指稱機車上的什麼東西被偷？,牛肉麵,行車紀錄器,錢包,面板,
21178,桃園市中壢區一名男子日前向報案指稱機車上的牛肉麵被偷，調閱監視器，循線查獲53年次的古姓竊盜通緝犯，古嫌並向員警坦承吸毒，並當場交付二級毒品安非他命及吸食器1組。記者劉碧薇報導------中壢警分局興國派出所日前接獲羅姓被害人報案，指稱放在中壢區中山路535號前的機車上的牛肉麵被不明人士竊取，員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲53年次的通緝犯古姓男子涉嫌竊取他人食品，古嫌向員警坦承因遭通緝，不敢到人多的地方，才會偷食物，同時也坦承吸毒，興國派出所副所長蕭凱文說------員警調查，當天還有另一名共乘的55年次的呂姓友人，經通知到案後，雙雙依竊盜罪移(函)送偵辦。古姓男子則又加上竊盜通緝及毒品罪嫌，並央求員警不要將他的醜事告訴家人。,員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲幾年次的通緝犯古姓男子涉嫌竊取他人食品？,49年次,53年次,55年次,59年次,
21179,桃園市中壢區一名男子日前向報案指稱機車上的牛肉麵被偷，調閱監視器，循線查獲53年次的古姓竊盜通緝犯，古嫌並向員警坦承吸毒，並當場交付二級毒品安非他命及吸食器1組。記者劉碧薇報導------中壢警分局興國派出所日前接獲羅姓被害人報案，指稱放在中壢區中山路535號前的機車上的牛肉麵被不明人士竊取，員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲53年次的通緝犯古姓男子涉嫌竊取他人食品，古嫌向員警坦承因遭通緝，不敢到人多的地方，才會偷食物，同時也坦承吸毒，興國派出所副所長蕭凱文說------員警調查，當天還有另一名共乘的55年次的呂姓友人，經通知到案後，雙雙依竊盜罪移(函)送偵辦。古姓男子則又加上竊盜通緝及毒品罪嫌，並央求員警不要將他的醜事告訴家人。,古嫌向員警坦承因為什麼原因，不敢到人多的地方，才會偷食物，同時也坦承吸毒？,罹患人群恐慌症,罹患憂鬱症,罹患強迫症,遭通緝,
21180,桃園市中壢區一名男子日前向報案指稱機車上的牛肉麵被偷，調閱監視器，循線查獲53年次的古姓竊盜通緝犯，古嫌並向員警坦承吸毒，並當場交付二級毒品安非他命及吸食器1組。記者劉碧薇報導------中壢警分局興國派出所日前接獲羅姓被害人報案，指稱放在中壢區中山路535號前的機車上的牛肉麵被不明人士竊取，員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲53年次的通緝犯古姓男子涉嫌竊取他人食品，古嫌向員警坦承因遭通緝，不敢到人多的地方，才會偷食物，同時也坦承吸毒，興國派出所副所長蕭凱文說------員警調查，當天還有另一名共乘的55年次的呂姓友人，經通知到案後，雙雙依竊盜罪移(函)送偵辦。古姓男子則又加上竊盜通緝及毒品罪嫌，並央求員警不要將他的醜事告訴家人。,請問古姓嫌犯對於員警有何要求？,想吃牛肉麵,想吃大麻蛋糕,別將醜事告訴家人,別告訴懷孕的女朋友,
21181,桃園市中壢區一名男子日前向報案指稱機車上的牛肉麵被偷，調閱監視器，循線查獲53年次的古姓竊盜通緝犯，古嫌並向員警坦承吸毒，並當場交付二級毒品安非他命及吸食器1組。記者劉碧薇報導------中壢警分局興國派出所日前接獲羅姓被害人報案，指稱放在中壢區中山路535號前的機車上的牛肉麵被不明人士竊取，員警連日來調閱監視器，8號下午在平鎮區中央路上的出租套房內，查獲53年次的通緝犯古姓男子涉嫌竊取他人食品，古嫌向員警坦承因遭通緝，不敢到人多的地方，才會偷食物，同時也坦承吸毒，興國派出所副所長蕭凱文說------員警調查，當天還有另一名共乘的55年次的呂姓友人，經通知到案後，雙雙依竊盜罪移(函)送偵辦。古姓男子則又加上竊盜通緝及毒品罪嫌，並央求員警不要將他的醜事告訴家人。,古姓男子沒有被以什麼罪刑移送法辦？,竊盜罪,竊盜通緝,毒品罪,妨礙公務,
21182,"有毒品前科的莊姓女子被法院限制住居,卻跑到媽媽家吸毒,高雄市員警到場訪查時,這位媽媽直接告發女兒就在二樓使用毒品,員警當場逮獲,莊姓婦人表示屢勸女兒戒毒卻不理會,怕影響到外孫女只好忍痛舉報記者鍾依洳高雄報導2017/5/9有多次毒品前科家住高雄市阿蓮區38歲的莊姓女子，被法院判定限制住居，卻還是改不掉吸毒惡習,甚至跑到母親家裡吸毒,阿蓮分駐所所長吳燕成日前往媽媽住處訪查，莊姓婦人看到員警直接告發女兒在二樓吸毒，員警上樓查看當場查獲海洛因和安非他命毒品，將莊姓女子帶回偵辦,吳燕成所長說...員警表示，莊姓女子年輕時誤交損友染上毒癮，後來與男友生下一名女兒,才40天大就帶回阿蓮老家給媽媽照顧，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響外孫女只好忍痛舉報,傷心過母親節",家住高雄市阿蓮區38歲的莊姓女子，有多次的什麼前科？,毒品前科,性侵前科,偷竊前科,殺人前科,
21183,"有毒品前科的莊姓女子被法院限制住居,卻跑到媽媽家吸毒,高雄市員警到場訪查時,這位媽媽直接告發女兒就在二樓使用毒品,員警當場逮獲,莊姓婦人表示屢勸女兒戒毒卻不理會,怕影響到外孫女只好忍痛舉報記者鍾依洳高雄報導2017/5/9有多次毒品前科家住高雄市阿蓮區38歲的莊姓女子，被法院判定限制住居，卻還是改不掉吸毒惡習,甚至跑到母親家裡吸毒,阿蓮分駐所所長吳燕成日前往媽媽住處訪查，莊姓婦人看到員警直接告發女兒在二樓吸毒，員警上樓查看當場查獲海洛因和安非他命毒品，將莊姓女子帶回偵辦,吳燕成所長說...員警表示，莊姓女子年輕時誤交損友染上毒癮，後來與男友生下一名女兒,才40天大就帶回阿蓮老家給媽媽照顧，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響外孫女只好忍痛舉報,傷心過母親節",誰告發莊姓女子在二樓吸毒？,莊姓女子的友人,莊姓女子的媽媽,莊姓女子的男友,莊姓女子的小孩,
21184,"有毒品前科的莊姓女子被法院限制住居,卻跑到媽媽家吸毒,高雄市員警到場訪查時,這位媽媽直接告發女兒就在二樓使用毒品,員警當場逮獲,莊姓婦人表示屢勸女兒戒毒卻不理會,怕影響到外孫女只好忍痛舉報記者鍾依洳高雄報導2017/5/9有多次毒品前科家住高雄市阿蓮區38歲的莊姓女子，被法院判定限制住居，卻還是改不掉吸毒惡習,甚至跑到母親家裡吸毒,阿蓮分駐所所長吳燕成日前往媽媽住處訪查，莊姓婦人看到員警直接告發女兒在二樓吸毒，員警上樓查看當場查獲海洛因和安非他命毒品，將莊姓女子帶回偵辦,吳燕成所長說...員警表示，莊姓女子年輕時誤交損友染上毒癮，後來與男友生下一名女兒,才40天大就帶回阿蓮老家給媽媽照顧，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響外孫女只好忍痛舉報,傷心過母親節",員警上樓查看當場查獲哪些毒品，並將莊姓女子帶回偵辦？,大麻和搖頭丸,嗎啡和海洛因,古柯鹼和安非他命,海洛因和安非他命,
21185,"有毒品前科的莊姓女子被法院限制住居,卻跑到媽媽家吸毒,高雄市員警到場訪查時,這位媽媽直接告發女兒就在二樓使用毒品,員警當場逮獲,莊姓婦人表示屢勸女兒戒毒卻不理會,怕影響到外孫女只好忍痛舉報記者鍾依洳高雄報導2017/5/9有多次毒品前科家住高雄市阿蓮區38歲的莊姓女子，被法院判定限制住居，卻還是改不掉吸毒惡習,甚至跑到母親家裡吸毒,阿蓮分駐所所長吳燕成日前往媽媽住處訪查，莊姓婦人看到員警直接告發女兒在二樓吸毒，員警上樓查看當場查獲海洛因和安非他命毒品，將莊姓女子帶回偵辦,吳燕成所長說...員警表示，莊姓女子年輕時誤交損友染上毒癮，後來與男友生下一名女兒,才40天大就帶回阿蓮老家給媽媽照顧，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響外孫女只好忍痛舉報,傷心過母親節",員警表示，莊姓女子是怎麼染上毒癮？,失業,壓力過大,誤交損友,男友是毒蟲,
21186,"有毒品前科的莊姓女子被法院限制住居,卻跑到媽媽家吸毒,高雄市員警到場訪查時,這位媽媽直接告發女兒就在二樓使用毒品,員警當場逮獲,莊姓婦人表示屢勸女兒戒毒卻不理會,怕影響到外孫女只好忍痛舉報記者鍾依洳高雄報導2017/5/9有多次毒品前科家住高雄市阿蓮區38歲的莊姓女子，被法院判定限制住居，卻還是改不掉吸毒惡習,甚至跑到母親家裡吸毒,阿蓮分駐所所長吳燕成日前往媽媽住處訪查，莊姓婦人看到員警直接告發女兒在二樓吸毒，員警上樓查看當場查獲海洛因和安非他命毒品，將莊姓女子帶回偵辦,吳燕成所長說...員警表示，莊姓女子年輕時誤交損友染上毒癮，後來與男友生下一名女兒,才40天大就帶回阿蓮老家給媽媽照顧，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響外孫女只好忍痛舉報,傷心過母親節","員警表示，莊姓女子與男友生下一名女兒,但其女兒才多大，就被她帶回阿蓮老家給媽媽照顧？",40天大,三個多月大,九個多月大,兩歲大,
21187,"有毒品前科的莊姓女子被法院限制住居,卻跑到媽媽家吸毒,高雄市員警到場訪查時,這位媽媽直接告發女兒就在二樓使用毒品,員警當場逮獲,莊姓婦人表示屢勸女兒戒毒卻不理會,怕影響到外孫女只好忍痛舉報記者鍾依洳高雄報導2017/5/9有多次毒品前科家住高雄市阿蓮區38歲的莊姓女子，被法院判定限制住居，卻還是改不掉吸毒惡習,甚至跑到母親家裡吸毒,阿蓮分駐所所長吳燕成日前往媽媽住處訪查，莊姓婦人看到員警直接告發女兒在二樓吸毒，員警上樓查看當場查獲海洛因和安非他命毒品，將莊姓女子帶回偵辦,吳燕成所長說...員警表示，莊姓女子年輕時誤交損友染上毒癮，後來與男友生下一名女兒,才40天大就帶回阿蓮老家給媽媽照顧，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響外孫女只好忍痛舉報,傷心過母親節","員警表示，媽媽多次苦勸戒毒，莊姓女子卻充耳不聞,這次直接跑回家吸毒,為了怕影響到誰只好忍痛舉報？",外公,阿姨,外孫女,兒子,
21188,北投女童割喉命案今天二審宣判。高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有幻聽等精神症狀，並非無法治癒也還有教化可能，因此沒有處以死刑，仍依殺人罪判處無期徒刑，案件還可上訴。記者呂明宗報導前年五月，31歲的龔姓男子闖入母校北投文化國小，持刀割喉殺害劉姓女童，被依殺人罪起訴，求處死刑。檢警查出，龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後打電話報警，一審法院認定構成預備殺人，但委託醫師精神鑑定，確認他患有思覺失調症，病情與犯案動機有關，判處無期徒刑，案件上訴二審，龔姓男子堅稱自己沒有精神異常，要求法院判處他死刑，高院審理後雖然也認定他手段兇殘，但經委託台大、榮總等醫師精神鑑定，確認他有聽覺妄想等精神症狀，加上符合自首要件，沒有判處極刑，仍判無期徒刑，羈押中的龔姓男子聆判後，對於媒體詢問不發一語—tape合議庭表示，雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。,為何男子最終並未被判以極刑？,法官與男子有親戚關係,女童最終又復活,被冤枉的,有治癒可能，經矯正後有重返社會可能性,
21189,北投女童割喉命案今天二審宣判。高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有幻聽等精神症狀，並非無法治癒也還有教化可能，因此沒有處以死刑，仍依殺人罪判處無期徒刑，案件還可上訴。記者呂明宗報導前年五月，31歲的龔姓男子闖入母校北投文化國小，持刀割喉殺害劉姓女童，被依殺人罪起訴，求處死刑。檢警查出，龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後打電話報警，一審法院認定構成預備殺人，但委託醫師精神鑑定，確認他患有思覺失調症，病情與犯案動機有關，判處無期徒刑，案件上訴二審，龔姓男子堅稱自己沒有精神異常，要求法院判處他死刑，高院審理後雖然也認定他手段兇殘，但經委託台大、榮總等醫師精神鑑定，確認他有聽覺妄想等精神症狀，加上符合自首要件，沒有判處極刑，仍判無期徒刑，羈押中的龔姓男子聆判後，對於媒體詢問不發一語—tape合議庭表示，雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。,高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有什麼精神症狀，因此沒有處以死刑？,解離性人格分裂,思覺失調,強迫症,憂鬱症,
21190,北投女童割喉命案今天二審宣判。高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有幻聽等精神症狀，並非無法治癒也還有教化可能，因此沒有處以死刑，仍依殺人罪判處無期徒刑，案件還可上訴。記者呂明宗報導前年五月，31歲的龔姓男子闖入母校北投文化國小，持刀割喉殺害劉姓女童，被依殺人罪起訴，求處死刑。檢警查出，龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後打電話報警，一審法院認定構成預備殺人，但委託醫師精神鑑定，確認他患有思覺失調症，病情與犯案動機有關，判處無期徒刑，案件上訴二審，龔姓男子堅稱自己沒有精神異常，要求法院判處他死刑，高院審理後雖然也認定他手段兇殘，但經委託台大、榮總等醫師精神鑑定，確認他有聽覺妄想等精神症狀，加上符合自首要件，沒有判處極刑，仍判無期徒刑，羈押中的龔姓男子聆判後，對於媒體詢問不發一語—tape合議庭表示，雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。,前年五月，31歲的龔姓男子闖入哪間學校，持刀割喉殺害劉姓女童？,新泰國小,榮富國小,文化國小,昌平國小,
21191,北投女童割喉命案今天二審宣判。高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有幻聽等精神症狀，並非無法治癒也還有教化可能，因此沒有處以死刑，仍依殺人罪判處無期徒刑，案件還可上訴。記者呂明宗報導前年五月，31歲的龔姓男子闖入母校北投文化國小，持刀割喉殺害劉姓女童，被依殺人罪起訴，求處死刑。檢警查出，龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後打電話報警，一審法院認定構成預備殺人，但委託醫師精神鑑定，確認他患有思覺失調症，病情與犯案動機有關，判處無期徒刑，案件上訴二審，龔姓男子堅稱自己沒有精神異常，要求法院判處他死刑，高院審理後雖然也認定他手段兇殘，但經委託台大、榮總等醫師精神鑑定，確認他有聽覺妄想等精神症狀，加上符合自首要件，沒有判處極刑，仍判無期徒刑，羈押中的龔姓男子聆判後，對於媒體詢問不發一語—tape合議庭表示，雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。,龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後做出什麼行為？,打電話報警,逃跑,槍擊其他人,自殺,
21192,北投女童割喉命案今天二審宣判。高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有幻聽等精神症狀，並非無法治癒也還有教化可能，因此沒有處以死刑，仍依殺人罪判處無期徒刑，案件還可上訴。記者呂明宗報導前年五月，31歲的龔姓男子闖入母校北投文化國小，持刀割喉殺害劉姓女童，被依殺人罪起訴，求處死刑。檢警查出，龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後打電話報警，一審法院認定構成預備殺人，但委託醫師精神鑑定，確認他患有思覺失調症，病情與犯案動機有關，判處無期徒刑，案件上訴二審，龔姓男子堅稱自己沒有精神異常，要求法院判處他死刑，高院審理後雖然也認定他手段兇殘，但經委託台大、榮總等醫師精神鑑定，確認他有聽覺妄想等精神症狀，加上符合自首要件，沒有判處極刑，仍判無期徒刑，羈押中的龔姓男子聆判後，對於媒體詢問不發一語—tape合議庭表示，雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。,案件上訴二審，龔姓男子堅稱自己如何，要求法院判處他死刑？,已生無可戀,患有嚴重精神疾病,沒有精神異常,在外積欠很多債務,
21193,北投女童割喉命案今天二審宣判。高院雖然認定犯案的龔姓男子手段兇殘，但鑑定出他有幻聽等精神症狀，並非無法治癒也還有教化可能，因此沒有處以死刑，仍依殺人罪判處無期徒刑，案件還可上訴。記者呂明宗報導前年五月，31歲的龔姓男子闖入母校北投文化國小，持刀割喉殺害劉姓女童，被依殺人罪起訴，求處死刑。檢警查出，龔姓男子案發當天凌晨就騎乘機車在校園周邊尋找目標，犯案後打電話報警，一審法院認定構成預備殺人，但委託醫師精神鑑定，確認他患有思覺失調症，病情與犯案動機有關，判處無期徒刑，案件上訴二審，龔姓男子堅稱自己沒有精神異常，要求法院判處他死刑，高院審理後雖然也認定他手段兇殘，但經委託台大、榮總等醫師精神鑑定，確認他有聽覺妄想等精神症狀，加上符合自首要件，沒有判處極刑，仍判無期徒刑，羈押中的龔姓男子聆判後，對於媒體詢問不發一語—tape合議庭表示，雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。,哪個機構表示：「雖然檢察官求處死刑，但龔姓男子之前因沒有病識感，從來沒有就醫，但如果施以藥物和心理治療，暴力毀滅反擊對象情形是可以不發生，並非毫無治癒可能，同時經過矯正教化也有重返社會可能，因此沒有判處極刑。」,調解委員會,合議庭,里民服務處,法務部,
21194,"106學年度個人申請入學分發結果錄取率創新高，整體分發錄取率達59.62%，較去年增加1.66%。繁星推薦醫學系方面則無缺額，最低64級分就可以考上醫科。記者　陳軍豪　報導今年大學個人申請入學統一分發錄取率創新高，大學甄選入學委員會公布統計數據，本次在具有登記資格的50,095考生中，共有44,964人獲得分發，其中有23,281人獲得備取，大學甄選入學委員會總幹事張文恭說~TAPE。此外，在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取1名。整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在慈濟大學。雖然這次的錄取率創新高，但今年分發後招生缺額有12,039個，也是歷年最高，甄選會初步分析，可能是各校系的篩選倍率較嚴格，或是考生重複上榜、少子化等原因導致缺額。分發後的缺額以及錄取生所放棄",106學年度哪個入學方式的分發結果錄取率創新高？,繁星推薦,個人申請,指考分發,聯考,
21195,"106學年度個人申請入學分發結果錄取率創新高，整體分發錄取率達59.62%，較去年增加1.66%。繁星推薦醫學系方面則無缺額，最低64級分就可以考上醫科。記者　陳軍豪　報導今年大學個人申請入學統一分發錄取率創新高，大學甄選入學委員會公布統計數據，本次在具有登記資格的50,095考生中，共有44,964人獲得分發，其中有23,281人獲得備取，大學甄選入學委員會總幹事張文恭說~TAPE。此外，在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取1名。整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在慈濟大學。雖然這次的錄取率創新高，但今年分發後招生缺額有12,039個，也是歷年最高，甄選會初步分析，可能是各校系的篩選倍率較嚴格，或是考生重複上榜、少子化等原因導致缺額。分發後的缺額以及錄取生所放棄",繁星推薦醫學系方面則無缺額，最低幾級分就可以考上醫科？,64級分,66級分,68級分,70級分,
21196,"106學年度個人申請入學分發結果錄取率創新高，整體分發錄取率達59.62%，較去年增加1.66%。繁星推薦醫學系方面則無缺額，最低64級分就可以考上醫科。記者　陳軍豪　報導今年大學個人申請入學統一分發錄取率創新高，大學甄選入學委員會公布統計數據，本次在具有登記資格的50,095考生中，共有44,964人獲得分發，其中有23,281人獲得備取，大學甄選入學委員會總幹事張文恭說~TAPE。此外，在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取1名。整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在慈濟大學。雖然這次的錄取率創新高，但今年分發後招生缺額有12,039個，也是歷年最高，甄選會初步分析，可能是各校系的篩選倍率較嚴格，或是考生重複上榜、少子化等原因導致缺額。分發後的缺額以及錄取生所放棄",在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取幾名學生？,1名,2名,3名,4名,
21197,"106學年度個人申請入學分發結果錄取率創新高，整體分發錄取率達59.62%，較去年增加1.66%。繁星推薦醫學系方面則無缺額，最低64級分就可以考上醫科。記者　陳軍豪　報導今年大學個人申請入學統一分發錄取率創新高，大學甄選入學委員會公布統計數據，本次在具有登記資格的50,095考生中，共有44,964人獲得分發，其中有23,281人獲得備取，大學甄選入學委員會總幹事張文恭說~TAPE。此外，在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取1名。整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在慈濟大學。雖然這次的錄取率創新高，但今年分發後招生缺額有12,039個，也是歷年最高，甄選會初步分析，可能是各校系的篩選倍率較嚴格，或是考生重複上榜、少子化等原因導致缺額。分發後的缺額以及錄取生所放棄",整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在哪間大學？,台灣大學,輔仁大學,慈濟大學,中國醫藥大學,
21198,"106學年度個人申請入學分發結果錄取率創新高，整體分發錄取率達59.62%，較去年增加1.66%。繁星推薦醫學系方面則無缺額，最低64級分就可以考上醫科。記者　陳軍豪　報導今年大學個人申請入學統一分發錄取率創新高，大學甄選入學委員會公布統計數據，本次在具有登記資格的50,095考生中，共有44,964人獲得分發，其中有23,281人獲得備取，大學甄選入學委員會總幹事張文恭說~TAPE。此外，在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取1名。整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在慈濟大學。雖然這次的錄取率創新高，但今年分發後招生缺額有12,039個，也是歷年最高，甄選會初步分析，可能是各校系的篩選倍率較嚴格，或是考生重複上榜、少子化等原因導致缺額。分發後的缺額以及錄取生所放棄",雖然這次的錄取率創新高，但哪項結果也是歷年最高？,錄取分數,考生智商水平,原住民身分的考生,招生缺額,
21199,"106學年度個人申請入學分發結果錄取率創新高，整體分發錄取率達59.62%，較去年增加1.66%。繁星推薦醫學系方面則無缺額，最低64級分就可以考上醫科。記者　陳軍豪　報導今年大學個人申請入學統一分發錄取率創新高，大學甄選入學委員會公布統計數據，本次在具有登記資格的50,095考生中，共有44,964人獲得分發，其中有23,281人獲得備取，大學甄選入學委員會總幹事張文恭說~TAPE。此外，在繁星推薦第八學群醫學系方面，張文恭表示，全部共十一所醫學系中，經過第二階段面試後，一共錄取160個名額，並超額率取1名。整體而言，醫學系錄取最低總級分分別是繁星推薦64級分，個人申請71級分，都是落在慈濟大學。雖然這次的錄取率創新高，但今年分發後招生缺額有12,039個，也是歷年最高，甄選會初步分析，可能是各校系的篩選倍率較嚴格，或是考生重複上榜、少子化等原因導致缺額。分發後的缺額以及錄取生所放棄",甄選會初步分析，招生缺額歷年最高，何者並非導因之一？,各校系的篩選倍率較嚴格,考生重複上榜,少子化,私立大學世界排名上升,
